"","TRIPS","SO","SKI","I","FC3","C1","C3","C4"
"125",0,0,0,4,0,31.3700008392334,35.882999420166,23
"126",0,0,0,3,0,19.9500007629395,30.6959991455078,27.4699993133545
"127",0,0,1,3,0,94,106.480003356934,95.0199966430664
"128",0,0,1,3,0,13.1899995803833,22.2830009460449,15.2799997329712
"129",0,0,0,9,0,70.9499969482422,56.9729995727539,73.379997253418
"130",0,0,0,2,0,25.8299999237061,38.882999420166,22.0300006866455
"131",0,0,0,2,0,21.6100006103516,28.75,22.1000003814697
"132",0,0,0,6,0,29.6299991607666,47.4500007629395,34.0299987792969
"133",0,0,0,1,0,13.2399997711182,24.3120002746582,23.1180000305176
"134",0,0,0,3,0,20.2299995422363,28.9500007629395,20.9200000762939
"135",0,0,0,4,0,31.2600002288818,44.5670013427734,25.4599990844727
"136",0,0,0,2,0,69.0999984741211,79.9599990844727,66.4199981689453
"137",0,0,1,2,0,151.240005493164,160.080001831055,148.759994506836
"138",0,0,0,1,0,19.4599990844727,28.1830005645752,17.1469993591309
"139",0,0,0,2,0,49.189998626709,57.7729988098145,46.9469985961914
"140",0,0,1,6,0,70.8000030517578,89.879997253418,63.9000015258789
"141",0,0,0,2,0,9.01099967956543,12.16100025177,9.19099998474121
"142",0,0,0,3,0,101.98999786377,156.550003051758,88.6800003051758
"143",0,0,0,9,0,53.8499984741211,65.6279983520508,50.7999992370605
"144",0,0,0,2,0,16.6200008392334,36.3499984741211,10.4300003051758
"145",0,0,0,2,0,40.1399993896484,46.173999786377,38.4799995422363
"146",0,0,0,5,0,50.4500007629395,53.4199981689453,47.2599983215332
"147",0,0,0,2,0,18.25,23.6030006408691,15.8269996643066
"148",0,0,0,8,0,27.3600006103516,29.2569999694824,24.6599998474121
"149",0,0,0,4,0,59.9599990844727,62.1020011901855,56.3380012512207
"150",0,0,0,4,0,29.7900009155273,40.0359992980957,38.9500007629395
"151",0,0,0,4,0,7.28999996185303,18.6959991455078,13.1000003814697
"152",0,0,0,2,0,43.7700004577637,48.25,45.3800010681152
"153",0,0,0,2,0,17.3400001525879,29.367000579834,28.0470008850098
"154",0,0,1,3,0,7.5,20.0709991455078,13.78600025177
"155",0,0,0,9,0,44.8499984741211,67.8399963378906,43.2369995117188
"156",0,0,0,3,0,31.7000007629395,30.681999206543,37.4959983825684
"157",0,0,0,3,0,64.2200012207031,82.1169967651367,59.7000007629395
"158",0,0,1,3,0,38.3600006103516,47.0830001831055,36.0470008850098
"159",0,0,0,1,0,21.6200008392334,28.5170001983643,19.75
"160",0,1,0,3,0,41.7000007629395,41.0099983215332,39.5800018310547
"161",0,0,0,5,0,48.5900001525879,59.1500015258789,45.8400001525879
"162",0,0,1,5,0,41.7900009155273,52.3499984741211,39.0400009155273
"163",0,0,0,3,0,19.5200004577637,26.4169998168945,17.6499996185303
"164",0,0,0,2,0,52.6599998474121,73.1169967651367,63.5470008850098
"165",0,0,0,2,0,126.430000305176,136.720001220703,132.766998291016
"166",0,0,0,2,0,26.0900001525879,38.189998626709,32.5800018310547
"167",0,0,0,3,0,40.1599998474121,45.5830001831055,34.5470008850098
"168",0,0,1,3,0,127.330001831055,144.050003051758,118.639999389648
"169",0,0,1,9,0,52.7000007629395,67.3499984741211,56.6800003051758
"170",0,0,1,3,0,168.679992675781,147.860000610352,162.919998168945
"171",0,0,0,7,0,33.560001373291,20.4669990539551,33.4469985961914
"172",0,0,0,2,0,9.72999954223633,19.556999206543,18.1270008087158
"173",0,0,0,2,0,75.5800018310547,91.0599975585938,74.879997253418
"174",0,0,1,4,0,108.190002441406,133.875,108.080001831055
"175",0,0,0,3,0,34.7900009155273,55.25,34.6800003051758
"176",0,0,0,4,0,28.3099994659424,41.0800018310547,28.2269992828369
"177",0,3,1,5,0,493.769989013672,491.546997070312,491.049011230469
"178",0,0,0,4,0,53.310001373291,62.3209991455078,50.8740005493164
"179",0,0,1,3,0,56.0999984741211,67.4499969482422,56.3089981079102
"180",0,0,0,2,0,40.2299995422363,51.3170013427734,42.4799995422363
"181",0,0,1,9,0,32.7799987792969,48.4059982299805,36.5
"182",0,0,0,1,0,24.4799995422363,38.9640007019043,24.3659992218018
"183",0,0,0,5,0,34.4199981689453,44.9830017089844,34.6069984436035
"184",0,0,0,3,0,329.119995117188,336.389007568359,328.177001953125
"185",0,0,0,2,0,34.2400016784668,44.9830017089844,33.2000007629395
"186",0,0,1,3,0,165.889999389648,81.8499984741211,70.9800033569336
"187",0,0,0,4,0,34.4300003051758,43.1609992980957,34.5690002441406
"188",0,0,1,4,0,51.2900009155273,63.6100006103516,48.9799995422363
"189",0,0,1,7,0,17.5900001525879,24.2999992370605,17.8099994659424
"190",0,3,1,6,0,37.9900016784668,43.4900016784668,34.5800018310547
"191",0,0,0,3,0,195.839996337891,202.953002929688,196.479995727539
"192",0,0,0,1,0,17.7299995422363,26.25,26.7369995117188
"193",0,0,0,9,0,19.7700004577637,24.1399993896484,22.2970008850098
"194",0,0,0,3,0,82.4899978637695,89.0899963378906,77.0999984741211
"195",0,0,1,3,0,32.5499992370605,46.6300010681152,44.9799995422363
"196",0,3,0,3,0,27.1399993896484,35.056999206543,35.5
"197",0,0,1,2,0,30.7000007629395,45.8499984741211,35.1800003051758
"198",0,0,0,1,0,11.9200000762939,19.6720008850098,11.0799999237061
"199",0,0,0,3,0,57.25,62.5470008850098,52.9199981689453
"200",0,0,1,9,0,70.7900009155273,76.5100021362305,73.9800033569336
"201",0,0,1,3,0,33.6800003051758,41.6829986572266,31.5599994659424
"202",0,0,0,3,0,53.9500007629395,55.5730018615723,45.8470001220703
"203",0,0,0,4,0,25.8899993896484,32.7830009460449,27.2469997406006
"204",0,2,0,3,0,36.8600006103516,49.0670013427734,47.7470016479492
"205",0,0,0,4,0,35.1800003051758,44.1829986572266,28.0659999847412
"206",0,0,0,5,0,27.9599990844727,33.382999420166,23.44700050354
"207",0,0,1,5,0,42.5299987792969,54.382999420166,42.5999984741211
"208",0,0,0,3,0,84.8300018310547,91.5329971313477,84.5599975585938
"209",0,0,0,3,0,47.2799987792969,58.2830009460449,41.0099983215332
"210",0,0,0,1,0,34.4599990844727,33.0400009155273,39.4000015258789
"211",0,0,0,2,0,25.1900005340576,37.2900009155273,31.6800003051758
"212",0,0,0,4,0,262.559997558594,261.609985351562,262.394989013672
"213",0,0,1,9,0,77.2300033569336,82.0800018310547,74.0670013427734
"214",0,0,0,4,0,16.9599990844727,24.5830001831055,14.6470003128052
"215",0,0,0,4,0,25.7099990844727,21.2329998016357,34.9469985961914
"216",0,0,0,4,0,118.199996948242,123.589996337891,116.879997253418
"217",0,3,1,5,0,26.8799991607666,26.9549999237061,25.0100002288818
"218",0,0,0,4,0,35.1599998474121,50.75,40.0800018310547
"219",0,0,0,4,0,12.3199996948242,19.7549991607666,19.0400009155273
"220",0,0,0,3,0,12.6199998855591,21.1089992523193,16.9090003967285
"221",0,0,1,3,0,31.6000003814697,56.2830009460449,38.2799987792969
"222",0,0,0,3,0,83.4899978637695,84.5169982910156,92.7300033569336
"223",0,4,0,8,0,111.419998168945,104.980003356934,108.040000915527
"224",0,2,0,6,0,70.0299987792969,75.3499984741211,65.4000015258789
"225",0,1,1,5,0,36.0699996948242,49.382999420166,35.0470008850098
"226",0,1,0,4,0,60.7000007629395,71.379997253418,59.5999984741211
"227",0,0,1,4,0,28.2900009155273,40.6100006103516,26.4200000762939
"228",0,0,0,3,0,16.6499996185303,29.8500003814697,22.4799995422363
"229",0,0,0,3,0,50.0400009155273,63.1669998168945,61.8470001220703
"230",0,0,0,2,0,34.8800010681152,42.1800003051758,32.7680015563965
"231",0,0,1,6,0,57.3199996948242,53.3569984436035,64.2470016479492
"232",0,0,0,4,0,16.8199996948242,26.6870002746582,25.7800006866455
"233",0,4,0,3,0,35.7099990844727,31.2329998016357,44.9469985961914
"234",0,0,1,3,0,105.769996643066,111.212997436523,97.6269989013672
"235",0,0,0,3,0,32.1399993896484,42.3880004882812,34.2569999694824
"236",0,2,0,6,0,42.8800010681152,47.7999992370605,32.7000007629395
"237",0,0,1,4,0,70.9499969482422,72.8349990844727,68.5
"238",0,0,0,2,0,44.189998626709,49.1399993896484,47.3800010681152
"239",0,0,0,4,0,29.1499996185303,25.9300003051758,35.5349998474121
"240",0,0,1,3,0,51.4500007629395,47.7099990844727,61.6800003051758
"241",0,0,0,3,0,24.0200004577637,33.3370018005371,20.4669990539551
"242",0,0,0,4,0,41.0200004577637,51.7669982910156,31.9300003051758
"243",0,0,0,4,0,32.3199996948242,39.0250015258789,30.1000003814697
"244",0,0,0,3,0,26.4799995422363,34.9830017089844,18.6000003814697
"245",0,0,1,6,0,118.940002441406,113,120.891998291016
"246",0,0,1,3,0,78.5699996948242,88.4130020141602,78.7870025634766
"247",0,0,0,3,0,25.4300003051758,29.4169998168945,21.1569995880127
"248",0,0,0,5,0,48.5299987792969,56.3129997253418,41.2599983215332
"249",0,0,1,6,0,28.0599994659424,38.6209983825684,31.0939998626709
"250",0,0,1,9,0,108.410003662109,112.810997009277,105.477996826172
"251",0,0,0,2,0,46.7700004577637,56.3030014038086,55.2999992370605
"252",0,0,0,3,0,41.6199989318848,50.4329986572266,50.189998626709
"253",0,0,0,5,0,32.9599990844727,42.0499992370605,34.0200004577637
"254",0,0,0,2,0,51.1699981689453,53.560001373291,47.939998626709
"255",0,0,1,9,0,166.029998779297,177.5,161.470001220703
"256",0,0,1,4,0,23.5799999237061,31.8169994354248,20.8999996185303
"257",0,4,0,2,0,54.3400001525879,68.1800003051758,54.6599998474121
"258",0,0,0,5,0,89.5100021362305,95.3290023803711,84.9759979248047
"259",0,0,1,1,0,125.319999694824,142.960006713867,124.419998168945
"260",0,0,0,1,0,217.270004272461,236.779998779297,217.617004394531
"261",0,0,0,2,0,38.8199996948242,50.6669998168945,42.3800010681152
"262",0,0,0,3,0,34.1199989318848,51.2830009460449,33.4599990844727
"263",0,0,0,2,0,77.5,94,77.9400024414062
"264",0,0,0,3,0,33.2999992370605,48.9199981689453,28.6800003051758
"265",0,0,0,2,0,14.4200000762939,15.2670001983643,23.6599998474121
"266",0,0,0,3,0,34.2799987792969,45.8499984741211,30.6000003814697
"267",0,4,0,1,0,14.289999961853,21,15.1999998092651
"268",0,0,1,3,0,77.129997253418,94.302001953125,77.5380020141602
"269",0,0,0,4,0,16.1200008392334,25.80299949646,24.7999992370605
"270",0,0,0,4,0,47.4900016784668,51.3660011291504,40.8170013427734
"271",0,0,1,1,0,40.189998626709,37.5499992370605,42.2799987792969
"272",0,0,0,2,0,35.0999984741211,41.8899993896484,29.8999996185303
"273",0,0,0,3,0,16.4799995422363,24.2280006408691,18.44700050354
"274",0,0,1,7,0,26.1700000762939,33.2869987487793,24.6800003051758
"275",0,0,1,3,0,32.4900016784668,43.6500015258789,45.1800003051758
"276",0,0,1,5,0,36.0200004577637,49.5169982910156,28.94700050354
"277",0,0,0,3,0,24.3999996185303,29.6499996185303,21
"278",0,3,1,4,0,32.5299987792969,34.9830017089844,34.0299987792969
"279",0,0,0,2,0,40.9000015258789,57.4000015258789,41.3400001525879
"280",0,1,1,4,0,44.5499992370605,55.7169990539551,48.7099990844727
"281",0,0,0,2,0,77.6900024414062,35.4500007629395,95.1800003051758
"282",0,0,0,4,0,24.2999992370605,33.0999984741211,18
"283",0,0,0,3,0,25.9699993133545,39.064998626709,29.2399997711182
"284",0,0,0,1,0,15.8999996185303,25.4829998016357,17.0100002288818
"285",0,0,0,4,0,38.4599990844727,50.8499984741211,36.5
"286",0,2,0,3,0,30.3899993896484,36.7360000610352,26.5370006561279
"287",0,0,0,3,0,12.8400001525879,27.7099990844727,13.5200004577637
"288",0,0,0,1,0,63.5,69.7399978637695,60.8199996948242
"289",0,2,1,3,0,35.9700012207031,42.0830001831055,33.7970008850098
"290",0,0,0,1,0,15.4200000762939,16.2670001983643,24.6599998474121
"291",0,0,0,7,0,30.1000003814697,39.9830017089844,29.6800003051758
"292",0,0,1,4,0,89.8499984741211,103.599998474121,84.3499984741211
"293",0,0,0,4,0,48.5,59.25,51.5800018310547
"294",0,0,0,3,0,29.1000003814697,37.7369995117188,25.4169998168945
"295",0,0,0,3,0,23.1299991607666,32.0029983520508,25.8619995117188
"296",0,1,1,4,0,19.0699996948242,9.28899955749512,20.8999996185303
"297",0,0,0,5,0,99.5,112.815002441406,98.504997253418
"298",0,0,0,3,0,7.55999994277954,15.3500003814697,8.80500030517578
"299",0,0,0,4,0,30.3899993896484,52.5,43.2050018310547
"300",0,0,0,4,0,60.3600006103516,59.189998626709,67.6999969482422
"301",0,0,1,4,0,40.2900009155273,38.382999420166,47.5
"302",0,0,0,1,0,14.9200000762939,29.25,18.5799999237061
"303",0,0,1,4,0,16.2199993133545,26.7749996185303,18.8549995422363
"304",0,0,0,2,0,51.1399993896484,64.2799987792969,54.3600006103516
"305",0,0,0,3,0,25.1900005340576,35.1669998168945,23.2999992370605
"306",0,3,1,4,0,129.320007324219,129.473007202148,136.320007324219
"307",0,0,0,1,0,13.8699998855591,27.9169998168945,19.0799999237061
"308",0,3,1,4,0,22.9599990844727,33.5169982910156,24.6800003051758
"309",0,4,0,3,0,28.9699993133545,41.9500007629395,18.0799999237061
"310",0,0,0,5,0,118.230003356934,120.446998596191,112.970001220703
"311",0,0,0,4,0,21.8899993896484,28.4899997711182,14.6000003814697
"312",0,0,1,3,0,26.6200008392334,37.5499992370605,27.4300003051758
"313",0,4,1,2,0,48.5800018310547,60.8499984741211,53.4799995422363
"314",0,0,0,3,0,25.3899993896484,33.6030006408691,32.6100006103516
"315",0,0,0,2,0,30.4400005340576,26.1830005645752,28.1270008087158
"316",0,0,0,3,0,26.6200008392334,36.3030014038086,35.310001373291
"317",0,0,1,8,0,52.4900016784668,56.9500007629395,47.5369987487793
"318",0,0,0,1,0,48.8699989318848,65.3399963378906,48.2799987792969
"319",0,0,0,1,0,15.6899995803833,25.6730003356934,18.8799991607666
"320",0,0,0,1,0,126.230003356934,136.108993530273,127.445999145508
"321",0,0,0,3,0,18.3899993896484,13.5500001907349,28.4799995422363
"322",0,5,0,3,0,32.7700004577637,52.9500007629395,33.2050018310547
"323",0,0,0,2,0,27.7999992370605,28.382999420166,35.1669998168945
"324",0,0,1,6,0,77.1100006103516,90.0270004272461,76.5869979858398
"325",0,0,0,4,0,36.8899993896484,48.9900016784668,43.3800010681152
"326",0,0,0,2,0,28.1900005340576,39.4830017089844,31.0100002288818
"327",0,0,1,5,0,16.9599990844727,37.2000007629395,9.69999980926514
"328",0,1,1,7,0,82.8600006103516,94.1070022583008,78.4089965820312
"329",0,0,0,3,0,59.4799995422363,65.5940017700195,56.1469993591309
"330",0,0,1,3,0,74.1500015258789,80.9400024414062,75.9800033569336
"331",0,0,0,3,0,44.5200004577637,59.3400001525879,48.8800010681152
"332",0,0,0,3,0,33.8199996948242,38.75,29.75
"333",0,5,0,3,0,26.4899997711182,31.1270008087158,22.488000869751
"334",0,0,0,4,0,30.5699996948242,44.0670013427734,28.6000003814697
"335",0,0,1,5,0,36.0900001525879,50.1699981689453,30.2600002288818
"336",0,0,0,1,0,17.7600002288818,24.4060001373291,20.4580001831055
"337",0,0,0,3,0,37.0900001525879,40.9070014953613,32.2070007324219
"338",0,0,1,5,0,29.8199996948242,39.5929985046387,30.9659996032715
"339",0,0,1,6,0,37.1300010681152,43.2939987182617,35.7999992370605
"340",0,2,1,6,0,41.0200004577637,47.0400009155273,31.0799999237061
"341",0,3,0,4,0,26.9899997711182,31.5499992370605,19.4799995422363
"342",0,0,1,5,0,33.0800018310547,42.9169998168945,34.0800018310547
"343",0,0,1,3,0,21.3199996948242,30.4169998168945,21.5799999237061
"344",0,0,0,5,0,72.370002746582,71.9469985961914,72.2900009155273
"345",0,0,0,8,0,38.0699996948242,52.8170013427734,30.0470008850098
"346",0,0,0,5,0,75.5699996948242,88.4000015258789,73.6999969482422
"347",0,0,0,4,0,35.0699996948242,37.4599990844727,31.8400001525879
"348",0,0,0,3,0,28.2999992370605,33.9500007629395,23.0799999237061
"349",0,0,0,3,0,13.0900001525879,30.25,22.2000007629395
"350",0,0,0,3,0,25.3899993896484,42.7700004577637,21.9799995422363
"351",0,0,1,1,0,147.360000610352,151.317001342773,143.580001831055
"352",0,0,0,5,0,43.25,58.6500015258789,46.8800010681152
"353",0,0,1,3,0,48.689998626709,53.9729995727539,43.1469993591309
"354",0,0,1,9,0,70.3099975585938,73.1070022583008,65.9700012207031
"355",0,1,0,3,0,133.339996337891,130.567001342773,141.326995849609
"356",0,0,1,5,0,26.2999992370605,36.0830001831055,26.1469993591309
"357",0,0,0,4,0,41.7000007629395,44.75,31.2199993133545
"358",0,0,1,4,0,14.4200000762939,27.9169998168945,19.0799999237061
"359",0,0,1,5,0,32,35.5200004577637,29.3600006103516
"360",0,4,0,6,0,20.5900001525879,25.6499996185303,25.3199996948242
"361",0,0,0,3,0,18.1000003814697,33.1500015258789,25.7800006866455
"362",0,0,1,9,0,38.0900001525879,40.9500007629395,34.4599990844727
"363",0,0,0,5,0,20.3899993896484,37.367000579834,33.0999984741211
"364",0,0,1,6,0,29,43.0499992370605,32.3800010681152
"365",0,0,1,3,0,98.0100021362305,102.712997436523,93.5270004272461
"366",0,3,0,3,0,26.7999992370605,31.9500007629395,19.8799991607666
"367",0,0,1,3,0,46.2400016784668,45.8129997253418,53.3470001220703
"368",0,0,1,5,0,70.6500015258789,72.2070007324219,65.0699996948242
"369",0,0,0,7,0,47.7599983215332,65.9349975585938,41.726001739502
"370",0,0,0,3,0,30.3899993896484,45.5699996948242,26.2999992370605
"371",0,0,1,6,0,30.2999992370605,35.117000579834,24.2999992370605
"372",0,0,1,9,0,24.25,27.2199993133545,21.0599994659424
"373",0,0,0,4,0,36.4000015258789,37.7830009460449,43.2470016479492
"374",0,0,0,2,0,37.2099990844727,39.7130012512207,30.2999992370605
"375",0,0,0,1,0,71.9300003051758,75.9929962158203,67.8870010375977
"376",0,5,0,3,0,65.4400024414062,69.9400024414062,65.1999969482422
"377",0,0,1,4,0,57.2400016784668,62.4799995422363,52.3600006103516
"378",0,0,0,4,0,30.0799999237061,39.8499984741211,31.2000007629395
"379",0,0,1,4,0,15.9899997711182,27.3500003814697,25.8799991607666
"380",0,0,0,2,0,211.229995727539,219.279998779297,213.485000610352
"381",0,0,0,4,0,13.3500003814697,24.5359992980957,23.4500007629395
"382",0,0,0,4,0,24.5499992370605,40.2999992370605,34.8549995422363
"383",0,0,0,5,0,118.599998474121,122.726997375488,113.580001831055
"384",0,0,0,3,0,8.55000019073486,25.0499992370605,14.3800001144409
"385",0,0,0,4,0,24.5699996948242,31.4769992828369,23.5900001525879
"386",0,3,0,7,0,59.7599983215332,69.0199966430664,56.3400001525879
"387",0,0,0,4,0,44.0400009155273,46.5470008850098,39.2669982910156
"388",0,0,0,3,0,46.9900016784668,58.6500015258789,45.7799987792969
